"table","col_id","row_id","entity"
"67865873_0_8259587610208037357","1","169","http://dbpedia.org/resource/S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe"
"67865873_0_8259587610208037357","1","155","http://dbpedia.org/resource/Western_Sahara"
"67865873_0_8259587610208037357","1","174","http://dbpedia.org/resource/Saint_Vincent_and_the_Grenadines"
"67865873_0_8259587610208037357","1","72","http://dbpedia.org/resource/Somalia"
"67865873_0_8259587610208037357","1","2","http://dbpedia.org/resource/India"
"67865873_0_8259587610208037357","1","31","http://dbpedia.org/resource/Canada"
"67865873_0_8259587610208037357","1","65","http://dbpedia.org/resource/Portugal"
"67865873_0_8259587610208037357","1","116","http://dbpedia.org/resource/Puerto_Rico"
"67865873_0_8259587610208037357","1","47","http://dbpedia.org/resource/Côte_d'Ivoire"
"67865873_0_8259587610208037357","1","45","http://dbpedia.org/resource/Australia"
"67865873_0_8259587610208037357","1","136","http://dbpedia.org/resource/Swaziland"
"67865873_0_8259587610208037357","1","42","http://dbpedia.org/resource/Yemen"
"67865873_0_8259587610208037357","1","127","http://dbpedia.org/resource/Kuwait"
"67865873_0_8259587610208037357","1","173","http://dbpedia.org/resource/Federated_States_of_Micronesia"
"67865873_0_8259587610208037357","1","159","http://dbpedia.org/resource/Belize"
"67865873_0_8259587610208037357","1","212","http://dbpedia.org/resource/French_Guiana"
"67865873_0_8259587610208037357","1","147","http://dbpedia.org/resource/Djibouti"
"67865873_0_8259587610208037357","1","117","http://dbpedia.org/resource/Albania"
"67865873_0_8259587610208037357","1","198","http://dbpedia.org/resource/Tuvalu"
"67865873_0_8259587610208037357","1","18","http://dbpedia.org/resource/Democratic_Republic_of_the_Congo"
"67865873_0_8259587610208037357","1","126","http://dbpedia.org/resource/Jamaica"
"67865873_0_8259587610208037357","1","64","http://dbpedia.org/resource/Greece"
"67865873_0_8259587610208037357","1","73","http://dbpedia.org/resource/Bolivia"
"67865873_0_8259587610208037357","1","203","http://dbpedia.org/resource/Falkland_Islands"
"67865873_0_8259587610208037357","1","41","http://dbpedia.org/resource/Taiwan"
"67865873_0_8259587610208037357","1","50","http://dbpedia.org/resource/Chile"
"67865873_0_8259587610208037357","1","191","http://dbpedia.org/resource/San_Marino"
"67865873_0_8259587610208037357","1","25","http://dbpedia.org/resource/Tanzania"
"67865873_0_8259587610208037357","1","78","http://dbpedia.org/resource/Haiti"
"67865873_0_8259587610208037357","1","85","http://dbpedia.org/resource/Tajikistan"
"67865873_0_8259587610208037357","1","28","http://dbpedia.org/resource/Kenya"
"67865873_0_8259587610208037357","1","182","http://dbpedia.org/resource/American_Samoa"
"67865873_0_8259587610208037357","1","189","http://dbpedia.org/resource/Liechtenstein"
"67865873_0_8259587610208037357","1","9","http://dbpedia.org/resource/Russia"
"67865873_0_8259587610208037357","1","109","http://dbpedia.org/resource/Croatia"
"67865873_0_8259587610208037357","1","53","http://dbpedia.org/resource/Niger"
"67865873_0_8259587610208037357","1","141","http://dbpedia.org/resource/Cyprus"
"67865873_0_8259587610208037357","1","150","http://dbpedia.org/resource/Solomon_Islands"
"67865873_0_8259587610208037357","1","137","http://dbpedia.org/resource/Estonia"
"67865873_0_8259587610208037357","1","43","http://dbpedia.org/resource/Mozambique"
"67865873_0_8259587610208037357","1","77","http://dbpedia.org/resource/Sweden"
"67865873_0_8259587610208037357","1","184","http://dbpedia.org/resource/Greenland"
"67865873_0_8259587610208037357","1","192","http://dbpedia.org/resource/Gibraltar"
"67865873_0_8259587610208037357","1","84","http://dbpedia.org/resource/Switzerland"
"67865873_0_8259587610208037357","1","26","http://dbpedia.org/resource/Argentina"
"67865873_0_8259587610208037357","1","195","http://dbpedia.org/resource/Wallis_and_Futuna"
"67865873_0_8259587610208037357","1","112","http://dbpedia.org/resource/New_Zealand"
"67865873_0_8259587610208037357","1","22","http://dbpedia.org/resource/South_Africa"
"67865873_0_8259587610208037357","1","190","http://dbpedia.org/resource/Monaco"
"67865873_0_8259587610208037357","1","181","http://dbpedia.org/resource/Bermuda"
"67865873_0_8259587610208037357","1","32","http://dbpedia.org/resource/Morocco"
"67865873_0_8259587610208037357","1","178","http://dbpedia.org/resource/Antigua_and_Barbuda"
"67865873_0_8259587610208037357","1","119","http://dbpedia.org/resource/Uruguay"
"67865873_0_8259587610208037357","1","23","http://dbpedia.org/resource/South_Korea"
"67865873_0_8259587610208037357","1","46","http://dbpedia.org/resource/Madagascar"
"67865873_0_8259587610208037357","1","89","http://dbpedia.org/resource/Hong_Kong"
"67865873_0_8259587610208037357","1","128","http://dbpedia.org/resource/Latvia"
"67865873_0_8259587610208037357","1","99","http://dbpedia.org/resource/Slovakia"
"67865873_0_8259587610208037357","1","162","http://dbpedia.org/resource/French_Polynesia"
"67865873_0_8259587610208037357","1","123","http://dbpedia.org/resource/Mauritania"
"67865873_0_8259587610208037357","1","139","http://dbpedia.org/resource/Trinidad_and_Tobago"
"67865873_0_8259587610208037357","1","5","http://dbpedia.org/resource/Brazil"
"67865873_0_8259587610208037357","1","179","http://dbpedia.org/resource/Andorra"
"67865873_0_8259587610208037357","1","96","http://dbpedia.org/resource/Nicaragua"
"68442591_0_8506821153001360777","0","16","http://dbpedia.org/resource/Glasgow_Royal_Infirmary"
"68442591_0_8506821153001360777","0","9","http://dbpedia.org/resource/Glasgow_Royal_Infirmary"
"68442591_0_8506821153001360777","0","2","http://dbpedia.org/resource/Ayr_Hospital"
"68442591_0_8506821153001360777","0","22","http://dbpedia.org/resource/Stobhill_Hospital"
"68442591_0_8506821153001360777","0","5","http://dbpedia.org/resource/Dumfries_and_Galloway_Royal_Infirmary"
"68442591_0_8506821153001360777","0","8","http://dbpedia.org/resource/Gartnavel_Royal_Hospital"
"68442591_0_8506821153001360777","0","21","http://dbpedia.org/resource/Southern_General_Hospital"
"68442591_0_8506821153001360777","0","3","http://dbpedia.org/resource/University_Hospital_Crosshouse"
"68442591_0_8506821153001360777","0","14","http://dbpedia.org/resource/Monklands_Hospital"
"68442591_0_8506821153001360777","0","24","http://dbpedia.org/resource/Wishaw_General_Hospital"
"68442591_0_8506821153001360777","0","7","http://dbpedia.org/resource/Gartnavel_General_Hospital"
"68442591_0_8506821153001360777","0","1","http://dbpedia.org/resource/Ayrshire_Central_Hospital"
"68442591_0_8506821153001360777","0","6","http://dbpedia.org/resource/Forth_Valley_Royal_Hospital"
"68442591_0_8506821153001360777","0","11","http://dbpedia.org/resource/Hairmyres_Hospital"
"68442591_0_8506821153001360777","0","20","http://dbpedia.org/resource/Yorkhill"
"68442591_0_8506821153001360777","0","10","http://dbpedia.org/resource/Golden_Jubilee_National_Hospital"
"68442591_0_8506821153001360777","0","19","http://dbpedia.org/resource/Ravenscraig"
"68442591_0_8506821153001360777","0","25","http://dbpedia.org/resource/Western_Infirmary"
"68442591_0_8506821153001360777","0","12","http://dbpedia.org/resource/Inverclyde_Royal_Hospital"
"68442591_0_8506821153001360777","0","18","http://dbpedia.org/resource/Royal_Alexandra_Hospital_(Paisley)"
"6869358_0_1379459120563510331","1","35","http://dbpedia.org/resource/Buddenbrooks"
"6869358_0_1379459120563510331","1","57","http://dbpedia.org/resource/La_Princesse_de_Cl%C3%A8ves"
"6869358_0_1379459120563510331","1","47","http://dbpedia.org/resource/Lolita"
"6869358_0_1379459120563510331","1","87","http://dbpedia.org/resource/The_Betrothed_(Manzoni_novel)"
"6869358_0_1379459120563510331","1","66","http://dbpedia.org/resource/Germinal_(novel)"
"6869358_0_1379459120563510331","1","31","http://dbpedia.org/resource/The_Red_and_the_Black"
"6869358_0_1379459120563510331","1","1","http://dbpedia.org/resource/Don_Quixote"
"6869358_0_1379459120563510331","1","22","http://dbpedia.org/resource/Crime_and_Punishment"
"6869358_0_1379459120563510331","1","59","http://dbpedia.org/resource/My_Antonia_(film)"
"6869358_0_1379459120563510331","1","72","http://dbpedia.org/resource/The_Death_of_Artemio_Cruz"
"6869358_0_1379459120563510331","1","78","http://dbpedia.org/resource/The_Sorrows_of_Young_Werther"
"6869358_0_1379459120563510331","1","83","http://dbpedia.org/resource/Their_Eyes_Were_Watching_God"
"6869358_0_1379459120563510331","1","73","http://dbpedia.org/resource/A_Farewell_to_Arms"
"6869358_0_1379459120563510331","1","34","http://dbpedia.org/resource/Tess_of_the_d'Urbervilles"
"6869358_0_1379459120563510331","1","4","http://dbpedia.org/resource/In_Search_of_Lost_Time"
"6869358_0_1379459120563510331","1","12","http://dbpedia.org/resource/Bleak_House"
"6869358_0_1379459120563510331","1","30","http://dbpedia.org/resource/Women_in_Love"
"6869358_0_1379459120563510331","1","10","http://dbpedia.org/resource/The_Tale_of_Genji"
"6869358_0_1379459120563510331","1","55","http://dbpedia.org/resource/Petersburg_(novel)"
"6869358_0_1379459120563510331","1","95","http://dbpedia.org/resource/The_Woman_in_White_(novel)"
"6869358_0_1379459120563510331","1","76","http://dbpedia.org/resource/The_Pickwick_Papers"
"6869358_0_1379459120563510331","1","38","http://dbpedia.org/resource/Wuthering_Heights"
"6869358_0_1379459120563510331","1","37","http://dbpedia.org/resource/A_Portrait_of_the_Artist_as_a_Young_Man"
"6869358_0_1379459120563510331","1","85","http://dbpedia.org/resource/Snow_Country"
"6869358_0_1379459120563510331","1","75","http://dbpedia.org/resource/The_Last_Chronicle_of_Barset"
"6869358_0_1379459120563510331","1","11","http://dbpedia.org/resource/Emma"
"6869358_0_1379459120563510331","1","96","http://dbpedia.org/resource/The_Good_Soldier_%C5%A0vejk"
"6869358_0_1379459120563510331","1","99","http://dbpedia.org/resource/The_Hound_of_the_Baskervilles"
"6869358_0_1379459120563510331","1","94","http://dbpedia.org/resource/The_Catcher_in_the_Rye"
"6869358_0_1379459120563510331","1","84","http://dbpedia.org/resource/Waverley_(novel)"
"6869358_0_1379459120563510331","1","93","http://dbpedia.org/resource/The_Leopard"
"6869358_0_1379459120563510331","1","91","http://dbpedia.org/resource/On_the_Road"
"6869358_0_1379459120563510331","1","24","http://dbpedia.org/resource/Vanity_Fair_(novel)"
"6869358_0_1379459120563510331","1","51","http://dbpedia.org/resource/The_Trial"
"6869358_0_1379459120563510331","1","64","http://dbpedia.org/resource/A_Passage_to_India"
"6869358_0_1379459120563510331","1","32","http://dbpedia.org/resource/The_Life_and_Opinions_of_Tristram_Shandy,_Gentleman"
"6869358_0_1379459120563510331","1","8","http://dbpedia.org/resource/Middlemarch"
"6869358_0_1379459120563510331","1","2","http://dbpedia.org/resource/War_and_Peace"
"6869358_0_1379459120563510331","1","17","http://dbpedia.org/resource/Absalom,_Absalom!"
"6869358_0_1379459120563510331","1","98","http://dbpedia.org/resource/The_Three_Musketeers"
"6869358_0_1379459120563510331","1","88","http://dbpedia.org/resource/The_Last_of_the_Mohicans"
"6869358_0_1379459120563510331","1","29","http://dbpedia.org/resource/The_Portrait_of_a_Lady"
"6869358_0_1379459120563510331","1","60","http://dbpedia.org/resource/The_Counterfeiters_(novel)"
"6869358_0_1379459120563510331","1","27","http://dbpedia.org/resource/The_Man_Without_Qualities"
"6869358_0_1379459120563510331","1","48","http://dbpedia.org/resource/The_Golden_Notebook"
"6869358_0_1379459120563510331","1","5","http://dbpedia.org/resource/The_Brothers_Karamazov"
"6869358_0_1379459120563510331","1","42","http://dbpedia.org/resource/The_Scarlet_Letter"
"6869358_0_1379459120563510331","1","33","http://dbpedia.org/resource/Dead_Souls"
"6869358_0_1379459120563510331","1","14","http://dbpedia.org/resource/Adventures_of_Huckleberry_Finn"
"6869358_0_1379459120563510331","1","56","http://dbpedia.org/resource/Things_Fall_Apart"
"6869358_0_1379459120563510331","1","18","http://dbpedia.org/resource/The_Ambassadors"
"6869358_0_1379459120563510331","1","80","http://dbpedia.org/resource/Native_Son"
"6869358_0_1379459120563510331","1","19","http://dbpedia.org/resource/One_Hundred_Years_of_Solitude"
"6869358_0_1379459120563510331","1","26","http://dbpedia.org/resource/Finnegans_Wake"
"6869358_0_1379459120563510331","1","69","http://dbpedia.org/resource/Hunger_(Hamsun_novel)"
"6869358_0_1379459120563510331","1","45","http://dbpedia.org/resource/Beloved_(novel)"
"6869358_0_1379459120563510331","1","28","http://dbpedia.org/resource/Gravity's_Rainbow"
"6869358_0_1379459120563510331","1","89","http://dbpedia.org/resource/Uncle_Tom's_Cabin"
"6869358_0_1379459120563510331","1","97","http://dbpedia.org/resource/Dracula"
"6869358_0_1379459120563510331","1","82","http://dbpedia.org/resource/Oblomov"
"6869358_0_1379459120563510331","1","15","http://dbpedia.org/resource/The_History_of_Tom_Jones,_a_Foundling"
"6869358_0_1379459120563510331","1","77","http://dbpedia.org/resource/Robinson_Crusoe"
"6869358_0_1379459120563510331","1","92","http://dbpedia.org/resource/Frankenstein"
"6869358_0_1379459120563510331","1","16","http://dbpedia.org/resource/Great_Expectations"
"6869358_0_1379459120563510331","1","46","http://dbpedia.org/resource/An_American_Tragedy"
"6869358_0_1379459120563510331","1","49","http://dbpedia.org/resource/Clarissa"
"6869358_0_1379459120563510331","1","63","http://dbpedia.org/resource/The_Awakening_(Chopin_novel)"
"6869358_0_1379459120563510331","1","100","http://dbpedia.org/resource/Gone_with_the_Wind"
"6869358_0_1379459120563510331","1","52","http://dbpedia.org/resource/Jane_Eyre"
"6869358_0_1379459120563510331","1","43","http://dbpedia.org/resource/Fathers_and_Sons_(novel)"
"6869358_0_1379459120563510331","1","81","http://dbpedia.org/resource/Under_the_Volcano"
"6869358_0_1379459120563510331","1","20","http://dbpedia.org/resource/The_Great_Gatsby"
"6869358_0_1379459120563510331","1","21","http://dbpedia.org/resource/To_the_Lighthouse"
"6869358_0_1379459120563510331","1","67","http://dbpedia.org/resource/Call_It_Sleep"
"6869358_0_1379459120563510331","1","3","http://dbpedia.org/resource/Ulysses_(novel)"
"6869358_0_1379459120563510331","1","39","http://dbpedia.org/resource/The_Tin_Drum"
"6869358_0_1379459120563510331","1","79","http://dbpedia.org/resource/Candide"
"6869358_0_1379459120563510331","1","61","http://dbpedia.org/resource/The_Age_of_Innocence"
"6869358_0_1379459120563510331","1","53","http://dbpedia.org/resource/The_Red_Badge_of_Courage"
"6869358_0_1379459120563510331","1","54","http://dbpedia.org/resource/The_Grapes_of_Wrath"
"6869358_0_1379459120563510331","1","7","http://dbpedia.org/resource/Madame_Bovary"
"6869358_0_1379459120563510331","1","62","http://dbpedia.org/resource/The_Good_Soldier"
"6869358_0_1379459120563510331","1","6","http://dbpedia.org/resource/Moby-Dick"
"6869358_0_1379459120563510331","1","74","http://dbpedia.org/resource/Brideshead_Revisited"
"6869358_0_1379459120563510331","1","90","http://dbpedia.org/resource/Les_Mis%C3%A9rables"
"6869358_0_1379459120563510331","1","23","http://dbpedia.org/resource/The_Sound_and_the_Fury"
"6869358_0_1379459120563510331","1","86","http://dbpedia.org/resource/Nineteen_Eighty-Four"
"6869358_0_1379459120563510331","1","50","http://dbpedia.org/resource/Dream_of_the_Red_Chamber"
"6869358_0_1379459120563510331","1","65","http://dbpedia.org/resource/Herzog_(novel)"
"6869358_0_1379459120563510331","1","58","http://dbpedia.org/resource/The_Stranger_(novel)"
"6869358_0_1379459120563510331","1","41","http://dbpedia.org/resource/Pride_and_Prejudice"
"6869358_0_1379459120563510331","1","44","http://dbpedia.org/resource/Nostromo"
"6869358_0_1379459120563510331","1","13","http://dbpedia.org/resource/Anna_Karenina"
"6869358_0_1379459120563510331","1","25","http://dbpedia.org/resource/Invisible_Man"
"6869358_0_1379459120563510331","1","68","http://dbpedia.org/resource/U.S.A._trilogy"
"6869358_0_1379459120563510331","1","70","http://dbpedia.org/resource/Berlin_Alexanderplatz"
"6869358_0_1379459120563510331","1","9","http://dbpedia.org/resource/The_Magic_Mountain"
"6869358_0_1379459120563510331","1","71","http://dbpedia.org/resource/Cities_of_Salt"
"6869358_0_1379459120563510331","1","36","http://dbpedia.org/resource/Le_P%C3%A8re_Goriot"
"68779923_0_3859283110041832023","0","10","http://dbpedia.org/resource/Bulgaria"
"68779923_0_3859283110041832023","0","14","http://dbpedia.org/resource/Denmark"
"68779923_0_3859283110041832023","0","9","http://dbpedia.org/resource/Bosnia_and_Herzegovina"
"68779923_0_3859283110041832023","0","28","http://dbpedia.org/resource/Isle_of_Man"
"68779923_0_3859283110041832023","0","7","http://dbpedia.org/resource/Belarus"
"68779923_0_3859283110041832023","0","25","http://dbpedia.org/resource/Hungary"
"68779923_0_3859283110041832023","0","23","http://dbpedia.org/resource/Greenland"
"68779923_0_3859283110041832023","0","45","http://dbpedia.org/resource/Portugal"
"68779923_0_3859283110041832023","0","33","http://dbpedia.org/resource/Latvia"
"68779923_0_3859283110041832023","0","6","http://dbpedia.org/resource/Azerbaijan"
"68779923_0_3859283110041832023","0","39","http://dbpedia.org/resource/Moldova"
"68779923_0_3859283110041832023","0","8","http://dbpedia.org/resource/Belgium"
"68779923_0_3859283110041832023","0","19","http://dbpedia.org/resource/Georgia_(country)"
"68779923_0_3859283110041832023","0","36","http://dbpedia.org/resource/Luxembourg"
"68779923_0_3859283110041832023","0","51","http://dbpedia.org/resource/Slovenia"
"68779923_0_3859283110041832023","0","38","http://dbpedia.org/resource/Malta"
"68779923_0_3859283110041832023","0","42","http://dbpedia.org/resource/Netherlands"
"68779923_0_3859283110041832023","0","47","http://dbpedia.org/resource/Russia"
"68779923_0_3859283110041832023","0","18","http://dbpedia.org/resource/France"
"68779923_0_3859283110041832023","0","46","http://dbpedia.org/resource/Romania"
"68779923_0_3859283110041832023","0","5","http://dbpedia.org/resource/Austria"
"68779923_0_3859283110041832023","0","16","http://dbpedia.org/resource/Faroe_Islands"
"68779923_0_3859283110041832023","0","50","http://dbpedia.org/resource/Slovakia"
"68779923_0_3859283110041832023","0","52","http://dbpedia.org/resource/Spain"
"68779923_0_3859283110041832023","0","58","http://dbpedia.org/resource/United_Kingdom"
"68779923_0_3859283110041832023","0","20","http://dbpedia.org/resource/Germany"
"68779923_0_3859283110041832023","0","17","http://dbpedia.org/resource/Finland"
"68779923_0_3859283110041832023","0","2","http://dbpedia.org/resource/Albania"
"68779923_0_3859283110041832023","0","27","http://dbpedia.org/resource/Republic_of_Ireland"
"68779923_0_3859283110041832023","0","57","http://dbpedia.org/resource/Ukraine"
"68779923_0_3859283110041832023","0","1","http://dbpedia.org/resource/%C3%85land_Islands"
"68779923_0_3859283110041832023","0","21","http://dbpedia.org/resource/Gibraltar"
"68779923_0_3859283110041832023","0","34","http://dbpedia.org/resource/Liechtenstein"
"68779923_0_3859283110041832023","0","12","http://dbpedia.org/resource/Cyprus"
"68779923_0_3859283110041832023","0","11","http://dbpedia.org/resource/Croatia"
"68779923_0_3859283110041832023","0","55","http://dbpedia.org/resource/Switzerland"
"68779923_0_3859283110041832023","0","30","http://dbpedia.org/resource/Jan_Mayen"
"68779923_0_3859283110041832023","0","35","http://dbpedia.org/resource/Lithuania"
"68779923_0_3859283110041832023","0","43","http://dbpedia.org/resource/Norway"
"68779923_0_3859283110041832023","0","37","http://dbpedia.org/resource/Republic_of_Macedonia"
"68779923_0_3859283110041832023","0","53","http://dbpedia.org/resource/Svalbard"
"68779923_0_3859283110041832023","0","22","http://dbpedia.org/resource/Greece"
"68779923_0_3859283110041832023","0","31","http://dbpedia.org/resource/Jersey"
"68779923_0_3859283110041832023","0","24","http://dbpedia.org/resource/Guernsey"
"68779923_0_3859283110041832023","0","29","http://dbpedia.org/resource/Italy"
"68779923_0_3859283110041832023","0","41","http://dbpedia.org/resource/Montenegro"
"68779923_0_3859283110041832023","0","56","http://dbpedia.org/resource/Turkey"
"68779923_0_3859283110041832023","0","44","http://dbpedia.org/resource/Poland"
"68779923_0_3859283110041832023","0","49","http://dbpedia.org/resource/Serbia"
"68779923_0_3859283110041832023","0","3","http://dbpedia.org/resource/Andorra"
"68779923_0_3859283110041832023","0","32","http://dbpedia.org/resource/Kosovo"
"68779923_0_3859283110041832023","0","26","http://dbpedia.org/resource/Iceland"
"68779923_0_3859283110041832023","0","48","http://dbpedia.org/resource/San_Marino"
"68779923_0_3859283110041832023","0","15","http://dbpedia.org/resource/Estonia"
"68779923_0_3859283110041832023","0","40","http://dbpedia.org/resource/Monaco"
"68779923_0_3859283110041832023","0","13","http://dbpedia.org/resource/Czech_Republic"
"68779923_0_3859283110041832023","0","4","http://dbpedia.org/resource/Armenia"
"68779923_0_3859283110041832023","0","54","http://dbpedia.org/resource/Sweden"
"68779923_0_3859283110041832023","0","59","http://dbpedia.org/resource/Vatican_City"
"68779923_1_3240042497463101224","0","32","http://dbpedia.org/resource/Qatar"
"68779923_1_3240042497463101224","0","28","http://dbpedia.org/resource/Oman"
"68779923_1_3240042497463101224","0","15","http://dbpedia.org/resource/Israel"
"68779923_1_3240042497463101224","0","1","http://dbpedia.org/resource/Afghanistan"
"68779923_1_3240042497463101224","0","35","http://dbpedia.org/resource/Singapore"
"68779923_1_3240042497463101224","0","25","http://dbpedia.org/resource/Mongolia"
"68779923_1_3240042497463101224","0","10","http://dbpedia.org/resource/East_Timor"
"68779923_1_3240042497463101224","0","33","http://dbpedia.org/resource/Saudi_Arabia"
"68779923_1_3240042497463101224","0","21","http://dbpedia.org/resource/Laos"
"68779923_1_3240042497463101224","0","26","http://dbpedia.org/resource/Nepal"
"68779923_1_3240042497463101224","0","12","http://dbpedia.org/resource/Indonesia"
"68779923_1_3240042497463101224","0","42","http://dbpedia.org/resource/United_Arab_Emirates"
"68779923_1_3240042497463101224","0","39","http://dbpedia.org/resource/Tajikistan"
"68779923_1_3240042497463101224","0","29","http://dbpedia.org/resource/Pakistan"
"68779923_1_3240042497463101224","0","30","http://dbpedia.org/resource/Papua_New_Guinea"
"68779923_1_3240042497463101224","0","45","http://dbpedia.org/resource/Yemen"
"68779923_1_3240042497463101224","0","3","http://dbpedia.org/resource/Bangladesh"
"68779923_1_3240042497463101224","0","22","http://dbpedia.org/resource/Lebanon"
"68779923_1_3240042497463101224","0","40","http://dbpedia.org/resource/Thailand"
"68779923_1_3240042497463101224","0","6","http://dbpedia.org/resource/Brunei"
"68779923_1_3240042497463101224","0","41","http://dbpedia.org/resource/Turkmenistan"
"68779923_1_3240042497463101224","0","31","http://dbpedia.org/resource/Philippines"
"68779923_1_3240042497463101224","0","4","http://dbpedia.org/resource/Bhutan"
"68779923_1_3240042497463101224","0","14","http://dbpedia.org/resource/Iraq"
"68779923_1_3240042497463101224","0","8","http://dbpedia.org/resource/Cambodia"
"68779923_1_3240042497463101224","0","36","http://dbpedia.org/resource/Sri_Lanka"
"68779923_1_3240042497463101224","0","18","http://dbpedia.org/resource/Kazakhstan"
"68779923_1_3240042497463101224","0","43","http://dbpedia.org/resource/Uzbekistan"
"68779923_1_3240042497463101224","0","38","http://dbpedia.org/resource/Taiwan"
"68779923_1_3240042497463101224","0","13","http://dbpedia.org/resource/Iran"
"68779923_1_3240042497463101224","0","44","http://dbpedia.org/resource/Vietnam"
"68779923_1_3240042497463101224","0","24","http://dbpedia.org/resource/Maldives"
"68779923_1_3240042497463101224","0","16","http://dbpedia.org/resource/Japan"
"68779923_1_3240042497463101224","0","23","http://dbpedia.org/resource/Malaysia"
"68779923_1_3240042497463101224","0","7","http://dbpedia.org/resource/Burma"
"68779923_1_3240042497463101224","0","17","http://dbpedia.org/resource/Jordan"
"68779923_1_3240042497463101224","0","9","http://dbpedia.org/resource/China"
"68779923_1_3240042497463101224","0","19","http://dbpedia.org/resource/Kuwait"
"68779923_1_3240042497463101224","0","37","http://dbpedia.org/resource/Syria"
"68779923_1_3240042497463101224","0","11","http://dbpedia.org/resource/India"
"68779923_1_3240042497463101224","0","34","http://dbpedia.org/resource/South_Korea"
"68779923_1_3240042497463101224","0","27","http://dbpedia.org/resource/North_Korea"
"68779923_1_3240042497463101224","0","2","http://dbpedia.org/resource/Bahrain"
"68779923_1_3240042497463101224","0","20","http://dbpedia.org/resource/Kyrgyzstan"
"68779923_1_3240042497463101224","0","5","http://dbpedia.org/resource/British_Indian_Ocean_Territory"
"68779923_2_1000046510804975562","0","52","http://dbpedia.org/resource/Tunisia"
"68779923_2_1000046510804975562","0","41","http://dbpedia.org/resource/Rwanda"
"68779923_2_1000046510804975562","0","32","http://dbpedia.org/resource/Mauritania"
"68779923_2_1000046510804975562","0","46","http://dbpedia.org/resource/Somalia"
"68779923_2_1000046510804975562","0","24","http://dbpedia.org/resource/Ivory_Coast"
"68779923_2_1000046510804975562","0","2","http://dbpedia.org/resource/Angola"
"68779923_2_1000046510804975562","0","47","http://dbpedia.org/resource/South_Africa"
"68779923_2_1000046510804975562","0","10","http://dbpedia.org/resource/Chad"
"68779923_2_1000046510804975562","0","45","http://dbpedia.org/resource/Sierra_Leone"
"68779923_2_1000046510804975562","0","8","http://dbpedia.org/resource/Cape_Verde"
"68779923_2_1000046510804975562","0","16","http://dbpedia.org/resource/Equatorial_Guinea"
"68779923_2_1000046510804975562","0","7","http://dbpedia.org/resource/Cameroon"
"68779923_2_1000046510804975562","0","13","http://dbpedia.org/resource/Republic_of_the_Congo"
"68779923_2_1000046510804975562","0","30","http://dbpedia.org/resource/Malawi"
"68779923_2_1000046510804975562","0","40","http://dbpedia.org/resource/R%C3%A9union"
"68779923_2_1000046510804975562","0","44","http://dbpedia.org/resource/Seychelles"
"68779923_2_1000046510804975562","0","12","http://dbpedia.org/resource/Republic_of_the_Congo"
"68779923_2_1000046510804975562","0","50","http://dbpedia.org/resource/Tanzania"
"68779923_2_1000046510804975562","0","54","http://dbpedia.org/resource/Zambia"
"68779923_2_1000046510804975562","0","37","http://dbpedia.org/resource/Namibia"
"68779923_2_1000046510804975562","0","43","http://dbpedia.org/resource/Senegal"
"68779923_2_1000046510804975562","0","11","http://dbpedia.org/resource/Comoros"
"68779923_2_1000046510804975562","0","27","http://dbpedia.org/resource/Liberia"
"68779923_2_1000046510804975562","0","48","http://dbpedia.org/resource/Sudan"
"68779923_2_1000046510804975562","0","25","http://dbpedia.org/resource/Kenya"
"68779923_2_1000046510804975562","0","39","http://dbpedia.org/resource/Nigeria"
"68779923_2_1000046510804975562","0","19","http://dbpedia.org/resource/Gabon"
"68779923_2_1000046510804975562","0","23","http://dbpedia.org/resource/Guinea-Bissau"
"68779923_2_1000046510804975562","0","6","http://dbpedia.org/resource/Burundi"
"68779923_2_1000046510804975562","0","20","http://dbpedia.org/resource/The_Gambia"
"68779923_2_1000046510804975562","0","34","http://dbpedia.org/resource/Mayotte"
"68779923_2_1000046510804975562","0","51","http://dbpedia.org/resource/Togo"
"68779923_2_1000046510804975562","0","42","http://dbpedia.org/resource/S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe"
"68779923_2_1000046510804975562","0","33","http://dbpedia.org/resource/Mauritius"
"68779923_2_1000046510804975562","0","35","http://dbpedia.org/resource/Morocco"
"68779923_2_1000046510804975562","0","55","http://dbpedia.org/resource/Zimbabwe"
"68779923_2_1000046510804975562","0","22","http://dbpedia.org/resource/Guinea"
"68779923_2_1000046510804975562","0","28","http://dbpedia.org/resource/Libya"
"68779923_2_1000046510804975562","0","53","http://dbpedia.org/resource/Uganda"
"68779923_2_1000046510804975562","0","26","http://dbpedia.org/resource/Lesotho"
"68779923_2_1000046510804975562","0","15","http://dbpedia.org/resource/Egypt"
"68779923_2_1000046510804975562","0","36","http://dbpedia.org/resource/Mozambique"
"68779923_2_1000046510804975562","0","49","http://dbpedia.org/resource/Swaziland"
"68779923_2_1000046510804975562","0","17","http://dbpedia.org/resource/Eritrea"
"68779923_2_1000046510804975562","0","18","http://dbpedia.org/resource/Ethiopia"
"68779923_2_1000046510804975562","0","38","http://dbpedia.org/resource/Niger"
"68779923_2_1000046510804975562","0","9","http://dbpedia.org/resource/Central_African_Republic"
"68779923_2_1000046510804975562","0","3","http://dbpedia.org/resource/Benin"
"68779923_2_1000046510804975562","0","31","http://dbpedia.org/resource/Mali"
